"tokenID","name","description","file_name","animation_url","external_url","attributes[Primary Background]","attributes[Secondary Background]","attributes[Skin Tone]","attributes[Archetype Base]","attributes[Gender]","attributes[Headwear]","attributes[Eyewear]","attributes[Facial Hair]","attributes[Lip Color]","attributes[Earring Set]","attributes[Neckwear]","attributes[Mouth Accessory]","attributes[Primary Clothing]","attributes[Secondary Clothing]","attributes[Primary Watch]","attributes[Secondary Watch]","attributes[Hand Interaction]","attributes[Mental Activity]","attributes[Tier]"
"1638","Luxury Punks #1638","A high-end collection of luxury cybernetic punks with metallic assets.","images/1638.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1638.html","https://amormesbahi.github.io/luxury-punks-anim/html/1638.html","Magenta Pulse","Sky Static","Obsidian","Alien Profile","male","Silk Top Hat","None","Shadow Beard","None","Gold Hoop","Neon Crystal Scarf","Chrome Spike Mask","Mecha Armor","Brick Domino Blue","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"1639","Luxury Punks #1639","A high-end collection of luxury cybernetic punks with metallic assets.","images/1639.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1639.html","https://amormesbahi.github.io/luxury-punks-anim/html/1639.html","Violet Particles","Sky Glitch","Warm Olive","Alien Profile","male","Plasma Blooming Flowers","Standard Eye","Chinstrap","None","Diamond Stud","None","None","Raincoat","Leather Muscle Prototype","None","Retro Digital Steel","None","Rapid Eye Twitch","Common"
"1640","Luxury Punks #1640","A high-end collection of luxury cybernetic punks with metallic assets.","images/1640.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1640.html","https://amormesbahi.github.io/luxury-punks-anim/html/1640.html","Slate Glitch","Slate Matrix","Pale Steel","Heavy Ape Profile","male","None","None","Chinstrap","None","None","Holographic Sapphire Tie","Rainbow Pulse Mask (Animated)","Brick Domino Rust","Stealth Suit","None","Cyber Holograph","None","Scanning Cyber Laser","Rare"
"1641","Luxury Punks #1641","A high-end collection of luxury cybernetic punks with metallic assets.","images/1641.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1641.html","https://amormesbahi.github.io/luxury-punks-anim/html/1641.html","Cyan Pulse","Amber Circuit","Rich Brown","Sharp Angular Female","female","None","None","None","Gold Plated Lips","Diamond Stud","Floral Silk Scarf","None","Winter Coat","Nerdy Leather Tech","None","Oyster Professional","None","Static Punk","Common"
"1642","Luxury Punks #1642","A high-end collection of luxury cybernetic punks with metallic assets.","images/1642.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1642.html","https://amormesbahi.github.io/luxury-punks-anim/html/1642.html","Lime Pulse","Amber Grid","Natural Beige","Male Profile","male","Bio-luminescent Circles","None","Chinstrap","None","Emerald Stud","Glitch Silver Disc","Opal Shimmer Shield","Diamond Armor","Crimson Jacket","None","Random Custom Watch","None","Suspicious Squint","Common"
"1643","Luxury Punks #1643","A high-end collection of luxury cybernetic punks with metallic assets.","images/1643.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1643.html","https://amormesbahi.github.io/luxury-punks-anim/html/1643.html","Magenta Pulse","Indigo Orbit","Ape Gold","Soft Female Profile","female","Crystal Tiara","Luxury LED Cat-Eye (Animated)","None","Ruby Red Lips","None","Glitch Onyx Medallion","None","Blossom Lily Royal","Puffer Vest","None","Royal Octagon","None","Scanning Cyber Laser","Rare"
"1644","Luxury Punks #1644","A high-end collection of luxury cybernetic punks with metallic assets.","images/1644.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1644.html","https://amormesbahi.github.io/luxury-punks-anim/html/1644.html","Sky Glitch","Rose Orbit","Bronze Human","Soft Female Profile","female","Long Neon Hair","None","None","None","Gold Hoop","Glitch Carbon Pendant","None","Blossom Lily Sky Blue","Wavy Ships Elite","Retro Digital Steel","Oyster Professional","Pointing Hand","Active Smoker & Blinking","Common"
"1645","Luxury Punks #1645","A high-end collection of luxury cybernetic punks with metallic assets.","images/1645.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1645.html","https://amormesbahi.github.io/luxury-punks-anim/html/1645.html","Orange Particles","Sky Matrix","Matte Slate","Male Profile","male","Bleached Blond Spikes","None","Gold Trim Beard","None","Gold Hoop","Shemagh Wrap","Shifting Color Shell (Animated)","Brick Domino Rainbow","Glass Fiber Moonlight","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"1646","Luxury Punks #1646","A high-end collection of luxury cybernetic punks with metallic assets.","images/1646.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1646.html","https://amormesbahi.github.io/luxury-punks-anim/html/1646.html","Orange Pulse","Indigo Particles","Fair Light","Alien Profile","male","Cyber Beanie","Diamond Encrusted Aviators","Clean Shaven","None","Gold Hoop","Rose Gold Rope","None","Cyber Poncho","Golden Hoodie","Retro Digital Steel","Oyster Professional","Peace Sign","Rapid Eye Twitch","Common"
"1647","Luxury Punks #1647","A high-end collection of luxury cybernetic punks with metallic assets.","images/1647.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1647.html","https://amormesbahi.github.io/luxury-punks-anim/html/1647.html","Indigo Orbit","Slate Wave","Fair Light","Male Profile","male","None","Gold Butterfly Shades","Clean Shaven","None","None","Crimson Velvet Wrap","None","Leather Muscle Desert","Punk Vest","None","Retro Digital Steel","None","Suspicious Squint","Common"
"1648","Luxury Punks #1648","A high-end collection of luxury cybernetic punks with metallic assets.","images/1648.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1648.html","https://amormesbahi.github.io/luxury-punks-anim/html/1648.html","Slate Particles","Rose Grid","Rose Gold","Alien Profile","male","Wild Spikes","None","Full Bushy Beard","None","None","Diamond Tennis Chain","None","Cyber Suit","Glass Fiber Ruby","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Common"
"1649","Luxury Punks #1649","A high-end collection of luxury cybernetic punks with metallic assets.","images/1649.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1649.html","https://amormesbahi.github.io/luxury-punks-anim/html/1649.html","Amber Wave","Lime Wave","Holographic Iridescent","Male Profile","male","Cyber Blooming Flowers","None","Clean Shaven","None","Diamond Chandelier","Pulsing Aether Collar","None","Brick Domino Neon Pink","Tuxedo","Royal Octagon","Oyster Professional","Hand Shake","Active Smoker & Blinking","Rare"
"1650","Luxury Punks #1650","A high-end collection of luxury cybernetic punks with metallic assets.","images/1650.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1650.html","https://amormesbahi.github.io/luxury-punks-anim/html/1650.html","Sky Pulse","Indigo Orbit","Rich Brown","Soft Female Profile","female","Messy Cyber Bob","Plasma Edge Visor (Animated)","None","None","Ruby Tear","Pulsing Carbon Locket","None","White Suit","Holographic Dress","Royal Octagon","Oyster Professional","Thumb Up","Suspicious Squint","Common"
"1651","Luxury Punks #1651","A high-end collection of luxury cybernetic punks with metallic assets.","images/1651.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1651.html","https://amormesbahi.github.io/luxury-punks-anim/html/1651.html","Rose Glitch","Lime Matrix","Fair Light","Alien Profile","male","LEGENDARY: Neon Serpentine Waves","LEGENDARY: Neon Lazer Rayons (Animated)","Chinstrap","None","Diamond Stud","Neon Quantum Collar","None","None","Plaid Shirt","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1652","Luxury Punks #1652","A high-end collection of luxury cybernetic punks with metallic assets.","images/1652.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1652.html","https://amormesbahi.github.io/luxury-punks-anim/html/1652.html","Indigo Orbit","Magenta Pulse","Warm Olive","Heavy Ape Profile","male","Plasma Spikes (Animated)","None","Clean Shaven","None","Emerald Stud","Floral Silk Scarf","None","Desert Poncho","Glass Fiber Moonlight","Cyber Holograph","Oyster Professional","Thumb Up","Suspicious Squint","Common"
"1653","Luxury Punks #1653","A high-end collection of luxury cybernetic punks with metallic assets.","images/1653.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1653.html","https://amormesbahi.github.io/luxury-punks-anim/html/1653.html","Violet Static","Indigo Static","Diamond Clear","Alien Profile","male","Wild Spikes","None","Clean Shaven","None","Ruby Tear","Floating Cyber Coin","Pulsing Core Respirator (Animated)","Punk Vest","Denim Jacket","None","Cyber Holograph","None","Static Punk","Common"
"1654","Luxury Punks #1654","A high-end collection of luxury cybernetic punks with metallic assets.","images/1654.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1654.html","https://amormesbahi.github.io/luxury-punks-anim/html/1654.html","Indigo Particles","Orange Static","LEGENDARY: Cosmic Void","Sharp Angular Female","female","None","None","None","None","None","Holographic Onyx Wrap","Holographic Round Guard (Animated)","Wavy Ships Toxic","Silk Kimono","None","Royal Octagon","None","Scanning Cyber Laser","Rare"
"1655","Legendary Punk #1655","A high-end collection of luxury cybernetic punks with metallic assets.","images/1655.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1655.html","https://amormesbahi.github.io/luxury-punks-anim/html/1655.html","Crimson Eclipse #6","Amber Pulse","Neon Skeleton","Alien Profile","male","LEGENDARY: Live Bio-Spikes","None","Full Bushy Beard","None","Ruby Tear","Silver Ball Chain","Glitch Diamond Shield (Animated)","Velvet Suit","White Tuxedo","LEGENDARY: Obsidian Sun","Luxury Gold Watch","Thumb Up","Rapid Eye Twitch","Legendary"
"1656","Luxury Punks #1656","A high-end collection of luxury cybernetic punks with metallic assets.","images/1656.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1656.html","https://amormesbahi.github.io/luxury-punks-anim/html/1656.html","Lime Particles","Cyan Particles","LEGENDARY: Metallic Bronze","Male Profile","male","Forward Cap","None","Clean Shaven","None","None","Neon Chrome Chain","None","Neon Tank Top","Royal Suit","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1657","Luxury Punks #1657","A high-end collection of luxury cybernetic punks with metallic assets.","images/1657.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1657.html","https://amormesbahi.github.io/luxury-punks-anim/html/1657.html","Magenta Grid","Slate Glitch","Fair Light","Male Profile","male","Spectral Live Spikes","None","Full Bushy Beard","None","Diamond Stud","Tech-Knit Scarf","None","Velvet Blazer","Mesh Shirt","None","Oyster Professional","None","Rapid Eye Twitch","Common"
"1658","Luxury Punks #1658","A high-end collection of luxury cybernetic punks with metallic assets.","images/1658.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1658.html","https://amormesbahi.github.io/luxury-punks-anim/html/1658.html","Magenta Wave","Magenta Particles","Rich Brown","Sharp Angular Female","female","None","Standard Eye","None","Neon Cyan Lips","Emerald Stud","None","Pulsing Core Respirator (Animated)","Neon Top","Blossom Lily Sunset","Luxury Gold Watch","Retro Digital Steel","Thumb Up","Scanning Cyber Laser","Rare"
"1659","Luxury Punks #1659","A high-end collection of luxury cybernetic punks with metallic assets.","images/1659.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1659.html","https://amormesbahi.github.io/luxury-punks-anim/html/1659.html","Sky Scanline","Violet Orbit","Rich Brown","Male Profile","male","None","Standard Eye","Shadow Beard","None","Emerald Stud","Neon LED Collar","None","Desert Poncho","Brick Domino Red","None","Oyster Professional","None","Active Smoker & Blinking","Common"
"1660","Luxury Punks #1660","A high-end collection of luxury cybernetic punks with metallic assets.","images/1660.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1660.html","https://amormesbahi.github.io/luxury-punks-anim/html/1660.html","Magenta Pulse","Lime Glitch","Fair Light","Alien Female Profile","female","Diamond Halo","Sapphire Shield Visor","None","None","None","Floating Silver Disc","None","Cyber Armor","Shadow Cloak","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"1661","Luxury Punks #1661","A high-end collection of luxury cybernetic punks with metallic assets.","images/1661.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1661.html","https://amormesbahi.github.io/luxury-punks-anim/html/1661.html","Slate Grid","Violet Pulse","Glacier Blue","Soft Female Profile","female","Digital Glitch Hair (Animated)","Pearl Browline Glasses","None","Neon Cyan Lips","None","Ancient Jade Disc","None","Mesh Crop Top","Plaid Skirt Set","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1662","Luxury Punks #1662","A high-end collection of luxury cybernetic punks with metallic assets.","images/1662.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1662.html","https://amormesbahi.github.io/luxury-punks-anim/html/1662.html","Amber Static","Rose Scanline","Matte Slate","Male Profile","male","Rainbow Live Spikes","Neon Glow Aviators (Animated)","Clean Shaven","None","Onyx Spike","Floating Ruby Pendant","None","Leather Muscle Ocean","Punk Vest","None","Luxury Gold Watch","None","Rapid Eye Twitch","Common"
"1663","Luxury Punks #1663","A high-end collection of luxury cybernetic punks with metallic assets.","images/1663.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1663.html","https://amormesbahi.github.io/luxury-punks-anim/html/1663.html","Magenta Static","Rose Circuit","Natural Beige","Sharp Angular Female","female","None","Chrome Heart Frames","None","Neon Cyan Lips","Diamond Stud","Silk Necktie","None","Plaid Skirt Set","Leather Jacket","Retro Digital Steel","Royal Octagon","Peace Sign","Pulsing Iris (Hypnotic)","Common"
"1664","Luxury Punks #1664","A high-end collection of luxury cybernetic punks with metallic assets.","images/1664.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1664.html","https://amormesbahi.github.io/luxury-punks-anim/html/1664.html","Cyan Pulse","Violet Circuit","Natural Beige","Soft Female Profile","female","Cyber Braid","Gold Heartbeat Frames (Animated)","None","Ruby Red Lips","Emerald Stud","Plasma Diamond Chain","None","Neon Dress","Tactical Vest","None","Random Custom Watch","None","Suspicious Squint","Common"
"1665","Luxury Punks #1665","A high-end collection of luxury cybernetic punks with metallic assets.","images/1665.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1665.html","https://amormesbahi.github.io/luxury-punks-anim/html/1665.html","Rose Grid","Rose Wave","Rich Brown","Male Profile","male","LEGENDARY: Prismatic Curl Storm","None","Full Bushy Beard","None","Ruby Tear","None","Platinum Punk Shield","Hazard Suit","Leather Muscle Amethyst","None","Royal Octagon","None","Rapid Eye Twitch","Common"
"1666","Luxury Punks #1666","A high-end collection of luxury cybernetic punks with metallic assets.","images/1666.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1666.html","https://amormesbahi.github.io/luxury-punks-anim/html/1666.html","Rose Scanline","Sky Scanline","Rich Brown","Alien Profile","male","None","Plasma Edge Visor (Animated)","Clean Shaven","None","Gold Hoop","Pulsing Ruby Wrap","None","Shadow Cloak","Holographic Jacket","None","Random Custom Watch","None","Suspicious Squint","Common"
"1667","Luxury Punks #1667","A high-end collection of luxury cybernetic punks with metallic assets.","images/1667.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1667.html","https://amormesbahi.github.io/luxury-punks-anim/html/1667.html","Indigo Matrix","Slate Particles","Glacier Blue","Sharp Angular Female","female","Neon Fade (Animated)","None","None","Diamond Studded Lips","Diamond Stud","Rose Gold Rope","Rainbow Pulse Mask (Animated)","White Dress","Blossom Lily Neon","None","Royal Octagon","None","Pulsing Iris (Hypnotic)","Rare"
